"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance"
"ENSG00000131591",95.7070597171228,0.217666254271489,0.297409994516784,0.731872695217059,0.464246273372795,0.999975617694874,"Not Significant"
"ENSG00000223823",4.03830833137965,0.428591101103305,0.674557981508458,0.63536584378541,0.525189839360713,0.999975617694874,"Not Significant"
"ENSG00000198976",3.93331867831578,0.457302382612308,0.640392889803208,0.714096595845773,0.475167450799091,0.999975617694874,"Not Significant"
"ENSG00000272141",28.3121019482768,0.545880235040768,0.55879260904087,0.976892367953354,0.328622440580016,0.999975617694874,"Not Significant"
"ENSG00000162571",23.69532034308,0.537736945938501,0.636689458073884,0.844582769699478,0.398343832588932,0.999975617694874,"Not Significant"
"ENSG00000186891",24.6630020038907,-0.13627009606621,0.453158409227704,-0.300711833414829,0.763634244457249,0.999975617694874,"Not Significant"
"ENSG00000186827",18.4655159380111,-0.0998478532952213,0.571288409185345,-0.174776613160424,0.861255165461463,0.999975617694874,"Not Significant"
"ENSG00000078808",588.166186155859,0.245539787848422,0.302125175066832,0.812708797914992,0.416385035818661,0.999975617694874,"Not Significant"
"ENSG00000176022",133.334893919341,-0.105552329273487,0.287317692569184,-0.367371491569635,0.713341933611347,0.999975617694874,"Not Significant"
"ENSG00000184163",7.2336986161229,0.0172859074552077,0.697450756240962,0.0247844128069675,0.980226924018544,0.999975617694874,"Not Significant"
"ENSG00000260179",9.89081502538371,0.360366645797214,0.393188186641216,0.916524600791347,0.359391810516812,0.999975617694874,"Not Significant"
"ENSG00000160087",282.497301032301,0.0853884966673244,0.250753408688353,0.340527760376127,0.733459120814224,0.999975617694874,"Not Significant"
"ENSG00000230415",5.16819150594712,-0.0468374815378523,0.537518430309659,-0.0871365127161681,0.930563002798655,0.999975617694874,"Not Significant"
"ENSG00000162572",29.8227205711704,0.285186342003919,0.448871187164506,0.635341162807586,0.52520593268312,0.999975617694874,"Not Significant"
"ENSG00000131584",417.078640774716,0.699141522490945,0.313889494248667,2.22734922735922,0.025923942895671,0.804644277433837,"Not Significant"
"ENSG00000169972",48.3014287436829,-0.301529602968996,0.355586628087871,-0.847977902291879,0.396450277383919,0.999975617694874,"Not Significant"
"ENSG00000127054",412.445677927382,-0.0372943035145325,0.228400071807712,-0.163284990321414,0.870294051286428,0.999975617694874,"Not Significant"
"ENSG00000240731",42.4447446805134,-0.242271520905437,0.402035197550827,-0.602612712472291,0.546766361421815,0.999975617694874,"Not Significant"
"ENSG00000224051",85.4004641835658,-0.363139502437997,0.298972944851245,-1.21462329181217,0.224509801159507,0.999975617694874,"Not Significant"
"ENSG00000169962",12.9413075319925,-0.112147253887978,0.505741557478036,-0.221748148297757,0.824509946132828,0.999975617694874,"Not Significant"
"ENSG00000107404",263.506375902205,0.0881570619088152,0.309406376127944,0.284923223018394,0.775702963691426,0.999975617694874,"Not Significant"
"ENSG00000162576",413.77734164419,-0.711767303547197,0.420786340787505,-1.69151713008345,0.0907380789202858,0.999975617694874,"Not Significant"
"ENSG00000175756",133.901607767969,-0.0799830082367963,0.305197196204367,-0.262069931282193,0.793267528168605,0.999975617694874,"Not Significant"
"ENSG00000221978",1605.43411762403,0.0826402632187209,0.28127630412585,0.293804568698207,0.768907243775495,0.999975617694874,"Not Significant"
"ENSG00000224870",82.0082960423325,-0.254568775542291,0.273475904751335,-0.930863637781047,0.351924106031031,0.999975617694874,"Not Significant"
"ENSG00000242485",280.32402824717,-0.441934882381865,0.205741405839553,-2.14801138632496,0.0317128509335789,0.852514037029783,"Not Significant"
"ENSG00000272455",34.0769683842053,-0.722604917203517,0.452257694754169,-1.59777252125317,0.110093612202707,0.999975617694874,"Not Significant"
"ENSG00000235098",105.433116154295,-0.0442420426613259,0.493565634186246,-0.089637607639091,0.92857519811111,0.999975617694874,"Not Significant"
"ENSG00000225285",8.12024566658713,-0.633136577079459,0.595584335295017,-1.06305109043179,0.287758782822688,0.999975617694874,"Not Significant"
"ENSG00000179403",345.571673983715,-0.591505492287644,0.414375869058354,-1.42746124100278,0.15344698947748,0.999975617694874,"Not Significant"
"ENSG00000215915",35.6448473321323,-0.341668824271475,0.390451248178075,-0.875061421536674,0.381540486530968,0.999975617694874,"Not Significant"
"ENSG00000160072",209.397254499105,0.0282664632715473,0.274851432552362,0.102842699450592,0.918087815652183,0.999975617694874,"Not Significant"
"ENSG00000197785",87.5752117699418,0.149177717508322,0.298092222596672,0.500441494946898,0.616764241645955,0.999975617694874,"Not Significant"
"ENSG00000205090",6.60458970402537,0.685820766630374,0.415535242947631,1.65045150386151,0.0988506244432477,0.999975617694874,"Not Significant"
"ENSG00000160075",585.800542290818,0.00797884444172225,0.226854962453966,0.0351715666935933,0.971942934689646,0.999975617694874,"Not Significant"
"ENSG00000215014",5.19104059662501,0.237272249464265,0.338110700274908,0.701759066694268,0.482829430094526,0.999975617694874,"Not Significant"
"ENSG00000228594",33.9914159251308,-0.240878007983343,0.537608490971782,-0.44805469412868,0.654113724243649,0.999975617694874,"Not Significant"
"ENSG00000272106",38.6342791898875,-0.0398211835724815,0.375452934461075,-0.106061718840048,0.915533383717806,0.999975617694874,"Not Significant"
"ENSG00000197530",268.149146774813,-0.43418577830192,0.347918757291626,-1.24795162434426,0.212048773466245,0.999975617694874,"Not Significant"
"ENSG00000189409",2.63813941243608,0.384646726501208,0.715551998553828,0.537552445215164,0.59088606858065,0.999975617694874,"Not Significant"
"ENSG00000248333",136.99398229583,-0.00485209319310093,0.235467049401903,-0.0206062513010864,0.983559753708706,0.999975617694874,"Not Significant"
"ENSG00000189339",470.361067924253,0.138847639821392,0.276449006271629,0.502254074608483,0.615488809827746,0.999975617694874,"Not Significant"
"ENSG00000008128",13.3095570554776,0.285268676070167,0.439336700089887,0.64931674501994,0.516133664542336,0.999975617694874,"Not Significant"
"ENSG00000268575",47.6599899599633,0.490680270090122,0.411473704694368,1.19249484108489,0.233067272387718,0.999975617694874,"Not Significant"
"ENSG00000215790",45.168958018477,0.0992269630489455,0.403317010500065,0.246027220438622,0.805661161128203,0.999975617694874,"Not Significant"
"ENSG00000008130",408.512941516996,-0.045543929348347,0.338888376705258,-0.134392125782343,0.893092507866736,0.999975617694874,"Not Significant"
"ENSG00000078369",2076.79717690963,0.00811238544752134,0.250551851157205,0.0323780702878597,0.974170550692609,0.999975617694874,"Not Significant"
"ENSG00000231050",8.37375002382366,-0.227588779416516,0.575255169587237,-0.395631002464207,0.692377262674936,0.999975617694874,"Not Significant"
"ENSG00000169885",6.5825753667671,0.188106884914775,0.55978414304334,0.336034679174917,0.736844715296168,0.999975617694874,"Not Significant"
"ENSG00000178821",4.89280954035225,0.943327086984916,0.507297862177411,1.85951323141003,0.0629544255477166,0.998128755798721,"Not Significant"
"ENSG00000142609",21.7127463034696,1.66226353356062,0.625686615796652,2.6567030388594,0.0078908917894281,0.527874147476173,"Not Significant"
"ENSG00000187730",5.99225078032386,-0.206751029324321,0.556482124037954,-0.371532202731134,0.71024117528567,0.999975617694874,"Not Significant"
"ENSG00000067606",231.207219155241,0.388059964825699,0.311875841749149,1.24427709004094,0.213397599847601,0.999975617694874,"Not Significant"
"ENSG00000182873",9.21169279033963,-0.339087516855078,0.431106098598144,-0.786552354415101,0.431543959861956,0.999975617694874,"Not Significant"
"ENSG00000162585",235.44997448263,-0.570447309629172,0.32271379064454,-1.76765705763564,0.0771182530492772,0.999975617694874,"Not Significant"
"ENSG00000157933",1121.08195425975,-0.0583664218840633,0.274854069134738,-0.212354221524919,0.831830697201449,0.999975617694874,"Not Significant"
"ENSG00000116151",121.472518543956,0.496422300173507,0.373114925488349,1.33048094906353,0.183359859153536,0.999975617694874,"Not Significant"
"ENSG00000269896",17.037034257142,0.70590813184463,0.475772854712078,1.48370829662365,0.137886324287427,0.999975617694874,"Not Significant"
"ENSG00000272420",5.55932533159509,0.485308207828986,0.460865344059934,1.05303688828873,0.292324085905322,0.999975617694874,"Not Significant"
"ENSG00000157916",791.004179191647,-0.18541182364412,0.248167318514876,-0.747124257753567,0.45498855875831,0.999975617694874,"Not Significant"
"ENSG00000157911",111.267640421637,0.0273776054065169,0.212121094935328,0.129065925361472,0.897305484072213,0.999975617694874,"Not Significant"
"ENSG00000149527",155.040143840673,-0.146483003773184,0.511049757814282,-0.2866315882815,0.774394424885079,0.999975617694874,"Not Significant"
"ENSG00000157881",129.390625408297,0.08379374135429,0.291214472989682,0.287738931702268,0.773546586507774,0.999975617694874,"Not Significant"
"ENSG00000197921",2.84967283446309,-0.386486742984804,0.712519523875542,-0.542422670585393,0.587527365608798,0.999975617694874,"Not Significant"
"ENSG00000272449",8.78037477356675,-0.77041318629455,0.474623680094622,-1.62320848833534,0.104544843911678,0.999975617694874,"Not Significant"
"ENSG00000238164",49.1176249525384,0.163013435183,0.408178592783897,0.399367919006239,0.689622128719272,0.999975617694874,"Not Significant"
"ENSG00000157873",415.542721724297,-0.0795102845666418,0.254476246897885,-0.312446782502838,0.754701001307834,0.999975617694874,"Not Significant"
"ENSG00000225931",3.73982721675733,-0.304175019174088,0.536683059266432,-0.566768437948929,0.57087151667442,0.999975617694874,"Not Significant"
"ENSG00000157870",127.52994113241,-0.211246932946705,0.299662043271873,-0.704950585800576,0.480840988050988,0.999975617694874,"Not Significant"
"ENSG00000142606",3.65326242077304,-0.108070344637585,0.574936757480779,-0.187969099612139,0.85090087431818,0.999975617694874,"Not Significant"
"ENSG00000215912",53.9995659041434,0.205875229971098,0.418437419953372,0.492009605627622,0.622712553049205,0.999975617694874,"Not Significant"
"ENSG00000177133",14.2310757690637,-0.425764538076611,0.599313848867192,-0.710419989261687,0.477443731034762,0.999975617694874,"Not Significant"
"ENSG00000142611",131.816220084873,-0.363932660674379,0.580337808680338,-0.627104860705088,0.530590501148484,0.999975617694874,"Not Significant"
"ENSG00000279839",10.9317796635554,-0.320142870043624,0.650337687194118,-0.492271747966631,0.622527249542571,0.999975617694874,"Not Significant"
"ENSG00000130762",110.881743221602,0.426310025815755,0.438509019656798,0.972180745904405,0.33096063749516,0.999975617694874,"Not Significant"
"ENSG00000162591",343.576021273115,0.259740845613909,0.379182770180955,0.68500170904378,0.493342842517553,0.999975617694874,"Not Significant"
"ENSG00000238260",4.00043372975431,0.476617003921552,0.519372885534292,0.917677871133462,0.358787536200281,0.999975617694874,"Not Significant"
"ENSG00000158109",238.563836577905,-0.213125714392667,0.29108906685733,-0.732166675628272,0.464066841540333,0.999975617694874,"Not Significant"
"ENSG00000116213",144.621500381276,0.229766947184555,0.262741157442649,0.874499257828336,0.381846424212585,0.999975617694874,"Not Significant"
"ENSG00000078900",116.56338508061,0.794449958335888,0.575625874272739,1.38014984010164,0.16754051434591,0.999975617694874,"Not Significant"
"ENSG00000227372",367.549914181494,-0.321947848415511,0.307839060766316,-1.04583170054532,0.295638742357202,0.999975617694874,"Not Significant"
"ENSG00000235169",5.32711809821344,-0.0548973889577506,0.522383128788272,-0.105090279399129,0.916304172508425,0.999975617694874,"Not Significant"
"ENSG00000130764",295.053388500073,-0.383765724167605,0.242733043492758,-1.58101970232601,0.113873532909424,0.999975617694874,"Not Significant"
"ENSG00000116198",394.362136491809,-0.0439832356630866,0.243434388067675,-0.180677988891443,0.856620336745672,0.999975617694874,"Not Significant"
"ENSG00000169598",58.0455922801352,-0.103101200324122,0.353111036970762,-0.291979546175043,0.770302262684808,0.999975617694874,"Not Significant"
"ENSG00000198912",117.891920423746,-0.0606900316574135,0.293591241076725,-0.206716084018164,0.836231595472213,0.999975617694874,"Not Significant"
"ENSG00000236423",12.9083598007141,0.104873996755605,0.50308963402923,0.208459864131312,0.834869917995763,0.999975617694874,"Not Significant"
"ENSG00000196581",29.5114150622397,0.805516765474985,0.533576080578416,1.50965681332974,0.131131016405797,0.999975617694874,"Not Significant"
"ENSG00000131697",221.665817615084,0.288821193374989,0.325945889013892,0.886101660152183,0.375562748527522,0.999975617694874,"Not Significant"
"ENSG00000069424",325.86513836352,-0.0582936839206428,0.340441466213236,-0.171229681768937,0.864043169460434,0.999975617694874,"Not Significant"
"ENSG00000116254",7.64832469115597,-0.197654117796004,0.618045252154911,-0.319805252296417,0.749115965801752,0.999975617694874,"Not Significant"
"ENSG00000116251",485.624711441319,-0.0311533040453193,0.308649659043378,-0.100934192319782,0.919602700153046,0.999975617694874,"Not Significant"
"ENSG00000158286",212.45787160761,-0.367555363992255,0.378392483751543,-0.971360108287975,0.331368986161332,0.999975617694874,"Not Significant"
"ENSG00000116237",648.607241668644,-0.277424027132751,0.249941983843425,-1.10995368951917,0.26701898294055,0.999975617694874,"Not Significant"
"ENSG00000158292",111.804875955204,-0.459229962032564,0.356495600116251,-1.28817848490363,0.197683839596156,0.999975617694874,"Not Significant"
"ENSG00000097021",90.8681313641906,-0.132700901379032,0.31116335867157,-0.426466991311458,0.669767595616747,0.999975617694874,"Not Significant"
"ENSG00000271746",2.67430903698004,0.267383319148284,0.41190050816509,0.64914539760926,0.516244400797193,0.999975617694874,"Not Significant"
"ENSG00000069812",97.5172075528365,-0.999834381101815,0.643869989428802,-1.55285134812511,0.120458652152679,0.999975617694874,"Not Significant"
"ENSG00000187017",122.936404532631,-0.416058777664018,0.51140843424117,-0.813554782844689,0.415900050544055,0.999975617694874,"Not Significant"
"ENSG00000215788",212.898167117646,-0.0312511508058799,0.37514217399418,-0.083304818738841,0.933609168815624,0.999975617694874,"Not Significant"
"ENSG00000171680",286.713264040867,0.424604768873162,0.320578581681475,1.32449512580054,0.185338660784253,0.999975617694874,"Not Significant"
"ENSG00000162408",499.742662733995,-0.187656759962117,0.279902682089491,-0.670435733452955,0.502580061873715,0.999975617694874,"Not Significant"
"ENSG00000204859",165.966342174276,-0.349394661834059,0.318721914588706,-1.09623670617358,0.272975200040098,0.999975617694874,"Not Significant"
"ENSG00000162413",332.576963234224,0.0472654405768232,0.379751575630265,0.124464106563291,0.900947818166327,0.999975617694874,"Not Significant"
"ENSG00000116273",198.121412004269,-0.114617943279078,0.315283993518439,-0.363538732175995,0.716202485029264,0.999975617694874,"Not Significant"
"ENSG00000041988",58.9020247765732,-0.00897131368114427,0.279374519825287,-0.03211213995734,0.974382622117999,0.999975617694874,"Not Significant"
"ENSG00000007923",349.218226695356,0.0989374905249667,0.139309752196292,0.710197878936433,0.477581436001512,0.999975617694874,"Not Significant"
"ENSG00000171735",285.321968879473,0.0648698749023568,0.235562031816196,0.275383407089023,0.783021690676206,0.999975617694874,"Not Significant"
"ENSG00000269978",2.74368233212928,0.636475316313287,0.659917006851316,0.964477820249128,0.334806423116481,0.999975617694874,"Not Significant"
"ENSG00000049245",543.476692000504,-0.160814667017956,0.289835407670493,-0.554848244079213,0.578998465191801,0.999975617694874,"Not Significant"
"ENSG00000269925",11.9529529997907,-0.131640259215131,0.405068387742203,-0.324982800926224,0.745194088671028,0.999975617694874,"Not Significant"
"ENSG00000049246",494.103059331056,-0.0221452845139919,0.342058120804285,-0.064741291514791,0.948379985891038,0.999975617694874,"Not Significant"
"ENSG00000049247",2.62275687396284,-1.58171143423412,0.765704786278993,-2.06569354479366,0.0388574252044576,0.889011376020703,"Not Significant"
"ENSG00000049249",78.1427812880468,-0.660121725462087,0.493188535396006,-1.33847743425756,0.180740851558119,0.999975617694874,"Not Significant"
"ENSG00000116288",438.931509857883,-0.234887137567416,0.278984907670482,-0.841934925902329,0.399824379372792,0.999975617694874,"Not Significant"
"ENSG00000116285",1735.68767140743,-0.00181357893583769,0.438481874447997,-0.00413604082978526,0.996699926288035,0.999975617694874,"Not Significant"
"ENSG00000238290",12.3598753054661,-0.0105152597113463,0.573170839682326,-0.0183457688063375,0.985363015372873,0.999975617694874,"Not Significant"
"ENSG00000162426",8.09355524669634,-0.113586740198624,0.464333279001966,-0.244623302561397,0.806748119314244,0.999975617694874,"Not Significant"
"ENSG00000142599",1552.86562519303,0.0670302714689452,0.160473580783915,0.417702846421832,0.676164390923886,0.999975617694874,"Not Significant"
"ENSG00000221083",3.25039369832288,0.519645390989407,0.459124982240721,1.13181684963715,0.25771144229742,0.999975617694874,"Not Significant"
"ENSG00000224315",18.4589888752155,0.448892863465588,0.458273879181713,0.979529673973837,0.327318334012843,0.999975617694874,"Not Significant"
"ENSG00000228423",21.8946393084614,-0.0395823603209454,0.394405747705068,-0.100359491592766,0.920058928374922,0.999975617694874,"Not Significant"
"ENSG00000074800",3458.86643565434,-0.185675754354708,0.316114374565038,-0.58736890598598,0.556955972196952,0.999975617694874,"Not Significant"
"ENSG00000236269",44.4876422459816,-0.459038684954396,0.472242781819583,-0.972039600448078,0.331030848180812,0.999975617694874,"Not Significant"
"ENSG00000142583",60.833425258506,0.0977891339009284,0.437635417890812,0.223448856978313,0.823186183023271,0.999975617694874,"Not Significant"
"ENSG00000180758",176.042027562076,-0.346199229269659,0.361716501263321,-0.957101011594809,0.338516273083246,0.999975617694874,"Not Significant"
"ENSG00000228526",174.466230442994,0.154211825712624,0.380547791658717,0.405236422580332,0.685303734606873,0.999975617694874,"Not Significant"
"ENSG00000234546",15.0864181838538,0.357864351007522,0.382604316374502,0.935337986770738,0.349614144570771,0.999975617694874,"Not Significant"
"ENSG00000281937",3.66699471383879,-0.307417362400064,0.550120684136261,-0.558818039868355,0.5762859094322,0.999975617694874,"Not Significant"
"ENSG00000049239",1021.91101100479,-0.116316464727952,0.268649362972118,-0.432967580645348,0.665038322203127,0.999975617694874,"Not Significant"
"ENSG00000171621",385.488325733308,0.0640831065597667,0.414236607033599,0.154701698188081,0.877056491152869,0.999975617694874,"Not Significant"
"ENSG00000171612",48.6489991950511,-0.453493045429021,0.372984702962204,-1.21584891237477,0.224042482274599,0.999975617694874,"Not Significant"
"ENSG00000231181",11.6746725316945,-0.0534654902589052,0.388685088363444,-0.13755477598593,0.890592299195827,0.999975617694874,"Not Significant"
"ENSG00000188807",162.38547440328,0.0227290609465715,0.3171927047961,0.0716569473474568,0.94287491907977,0.999975617694874,"Not Significant"
"ENSG00000171608",279.562347708646,-0.0119264030770173,0.289392344600159,-0.0412118817223567,0.967126981476331,0.999975617694874,"Not Significant"
"ENSG00000179840",2.96106002582568,-2.10276760128377,1.44930568569827,-1.45087928794723,0.146813476261882,0.999975617694874,"Not Significant"
"ENSG00000231789",6.0635549803374,-0.300926354727191,0.425170251514661,-0.707778480867714,0.47908283176393,0.999975617694874,"Not Significant"
"ENSG00000171603",1755.9505352701,-0.00701713770336061,0.19191618986847,-0.0365635526016321,0.970833004896248,0.999975617694874,"Not Significant"
"ENSG00000280113",3.91658784520422,0.552225667821042,0.585205811266263,0.943643513426741,0.345351848364326,0.999975617694874,"Not Significant"
"ENSG00000178585",272.158129659873,-0.179561288284011,0.320295808810469,-0.560610795847986,0.575062890263805,0.999975617694874,"Not Significant"
"ENSG00000162441",219.059241358744,-0.265899229667621,0.355501582190149,-0.747955123095341,0.454487226747204,0.999975617694874,"Not Significant"
"ENSG00000228150",4.33502463528311,-0.0369889455701918,0.479747607122551,-0.0771008443211327,0.938543321330593,0.999975617694874,"Not Significant"
"ENSG00000173614",58.3910830412904,-0.155653152788722,0.368081576955832,-0.422876782033021,0.672385163498169,0.999975617694874,"Not Significant"
"ENSG00000202415",12.0743700696014,0.0235662375773242,0.393817595946139,0.0598404891500766,0.952282677661439,0.999975617694874,"Not Significant"
"ENSG00000162444",15.5586398978106,-0.434430750274445,0.584784866785925,-0.742889864202795,0.457548362706905,0.999975617694874,"Not Significant"
"ENSG00000130939",813.94329193279,-0.0792527679118961,0.211196955594874,-0.375255257296047,0.707470638290521,0.999975617694874,"Not Significant"
"ENSG00000233623",7.83049836446949,0.78874544776472,0.357789578779906,2.20449530826027,0.0274895295459218,0.811350478153366,"Not Significant"
"ENSG00000201746",2.32483256664297,0.469447862919243,0.595289350905803,0.788604503347695,0.430343198055818,0.999975617694874,"Not Significant"
"ENSG00000054523",1407.67676514036,-0.0614922800107687,0.185897924584721,-0.330785188420672,0.740806749604196,0.999975617694874,"Not Significant"
"ENSG00000199562",6.30984295353871,-0.494357041702409,0.496878755165592,-0.994924891762897,0.319772795443498,0.999975617694874,"Not Significant"
"ENSG00000142657",823.883212725805,0.565776272750682,0.436583706162669,1.29591705957958,0.195004061168133,0.999975617694874,"Not Significant"
"ENSG00000175279",11.9927893034161,0.763303872953105,0.370250199373241,2.06158936374707,0.0392468475239917,0.889773930250206,"Not Significant"
"ENSG00000160049",419.163549006783,0.0041180232381881,0.171493589669674,0.0240126948541931,0.980842482598059,0.999975617694874,"Not Significant"
"ENSG00000142655",116.744350172124,-0.529968653132734,0.37779444962047,-1.40279629217723,0.160677592996144,0.999975617694874,"Not Significant"
"ENSG00000243267",3.8952828580071,-0.342424876055144,0.471905013755737,-0.725622458066078,0.468070249590783,0.999975617694874,"Not Significant"
"ENSG00000130940",355.695546235735,0.124598640740645,0.372992543885253,0.334051290791958,0.738340855041089,0.999975617694874,"Not Significant"
"ENSG00000272078",4.14102362390051,0.0216043061622511,0.546256647824266,0.0395497359131477,0.968452100985972,0.999975617694874,"Not Significant"
"ENSG00000175262",6.60358739051696,1.24096337826985,0.563465566007469,2.2023766014007,0.0276387172951324,0.813917376632729,"Not Significant"
"ENSG00000120948",536.636613606126,0.140234925932352,0.22144861345392,0.633261702320536,0.526562758298095,0.999975617694874,"Not Significant"
"ENSG00000009724",5.63971520399885,-2.68410121163949,1.09657879694116,-2.44770482442906,0.0143769383177867,0.677812737773985,"Not Significant"
"ENSG00000271895",12.3742809224184,0.355000441335723,0.400897770338358,0.885513633653044,0.375879669696307,0.999975617694874,"Not Significant"
"ENSG00000116649",189.61828088381,0.237445051104705,0.254676668796118,0.932339237147759,0.351161236095046,0.999975617694874,"Not Significant"
"ENSG00000171824",438.545351610028,0.228043938981484,0.240292011153003,0.94902838378709,0.342606176255306,0.999975617694874,"Not Significant"
"ENSG00000226849",17.3357077923352,-0.687381587251177,0.59848553625997,-1.14853500311258,0.250747771610364,0.999975617694874,"Not Significant"
"ENSG00000198793",1152.63722293743,0.0288901280274418,0.334898231594751,0.0862653943852437,0.931255447175317,0.999975617694874,"Not Significant"
"ENSG00000171819",2.96689201058281,-1.77775883491036,1.14666196463651,-1.55037743444636,0.121050951438575,0.999975617694874,"Not Significant"
"ENSG00000120942",142.647624840342,-0.31141902679119,0.322810596035641,-0.964711290817748,0.334689438394651,0.999975617694874,"Not Significant"
"ENSG00000204624",6.02260535576435,-0.0826005654460895,0.828255348626418,-0.0997283815710634,0.920559967626513,0.999975617694874,"Not Significant"
"ENSG00000116661",28.0878715725925,-0.204699510701451,0.527028413398589,-0.388403178078062,0.697717692715757,0.999975617694874,"Not Significant"
"ENSG00000132879",109.387181665209,-0.16930838635199,0.38666203837382,-0.437871757631155,0.661479249696181,0.999975617694874,"Not Significant"
"ENSG00000116663",41.8236625865881,-0.159904821634897,0.343821582257732,-0.46508081483678,0.641873584348064,0.999975617694874,"Not Significant"
"ENSG00000116670",79.4272645669878,-0.0157239055305503,0.338107640361929,-0.0465056202625845,0.962907254613221,0.999975617694874,"Not Significant"
"ENSG00000162490",9.08375554461123,-0.250215982903925,0.520614409212573,-0.480616706868285,0.630788939254374,0.999975617694874,"Not Significant"
"ENSG00000177674",145.30900792147,-0.478084367794604,0.362512432559568,-1.31880819760863,0.18723324298132,0.999975617694874,"Not Significant"
"ENSG00000215910",3.3212397502027,0.0765631326405806,0.586284294558425,0.13059045475241,0.89609929406316,0.999975617694874,"Not Significant"
"ENSG00000177000",426.779647936817,0.0523004750946246,0.226596638757316,0.230808697699344,0.817463423876455,0.999975617694874,"Not Significant"
"ENSG00000011021",344.999407815211,0.0558473993959428,0.307052235402368,0.181882406173527,0.855675012033234,0.999975617694874,"Not Significant"
